HAID,FID,HID,NR,ZEIT_ANKUFT,ZEIT_ABFAHRT
1023001018024,1023001018,10247,24,11:53:17,11:53:47
1023001018025,1023001018,10293,25,11:55:03,11:55:33
1023001018026,1023001018,10270,26,11:56:21,11:56:51
1023001018027,1023001018,10230,27,11:57:43,11:58:13
1023001018028,1023001018,10197,28,11:59:02,11:59:32
1023001018029,1023001018,10183,29,12:00:35,
1023001019001,1023001019,10182,1,,11:30:00
1023001019002,1023001019,10318,2,11:30:46,11:31:16
1023001019003,1023001019,10311,3,11:32:13,11:32:43
1023001019004,1023001019,10235,4,11:33:35,11:34:05
1023001019005,1023001019,10184,5,11:34:45,11:35:15
1023001019006,1023001019,10169,6,11:35:50,11:36:20
1023001019007,1023001019,10273,7,11:37:15,11:37:45
1023001019008,1023001019,10276,8,11:38:41,11:39:11
1023001019009,1023001019,10254,9,11:40:10,11:40:40
1023001019010,1023001019,10222,10,11:41:15,11:41:45
1023001019011,1023001019,10241,11,11:42:51,11:43:21
1023001019012,1023001019,10305,12,11:43:57,11:44:27
1023001019013,1023001019,10212,13,11:44:51,11:45:21
1023001019014,1023001019,10150,14,11:46:03,11:46:33
1023001019015,1023001019,10267,15,11:47:09,11:47:39
1023001019016,1023001019,10261,16,11:48:30,11:49:00
1023001019017,1023001019,10297,17,11:49:39,11:50:09
1023001019018,1023001019,10283,18,11:50:54,11:51:24
1023001019019,1023001019,10171,19,11:51:53,11:52:23
1023001019020,1023001019,10249,20,11:53:04,11:53:34
1023001019021,1023001019,10299,21,11:54:19,11:54:49
1023001019022,1023001019,10282,22,11:55:57,11:56:27
1023001019023,1023001019,10181,23,11:57:13,11:57:43
1023001019024,1023001019,10247,24,11:58:17,11:58:47
1023001019025,1023001019,10293,25,12:00:03,12:00:33
1023001019026,1023001019,10270,26,12:01:21,12:01:51
1023001019027,1023001019,10230,27,12:02:43,12:03:13
1023001019028,1023001019,10197,28,12:04:02,12:04:32
1023001019029,1023001019,10183,29,12:05:35,
1023001020001,1023001020,10182,1,,11:35:00
1023001020002,1023001020,10318,2,11:35:46,11:36:16
1023001020003,1023001020,10311,3,11:37:13,11:37:43
1023001020004,1023001020,10235,4,11:38:35,11:39:05
1023001020005,1023001020,10184,5,11:39:45,11:40:15
1023001020006,1023001020,10169,6,11:40:50,11:41:20
1023001020007,1023001020,10273,7,11:42:15,11:42:45
1023001020008,1023001020,10276,8,11:43:41,11:44:11
1023001020009,1023001020,10254,9,11:45:10,11:45:40
1023001020010,1023001020,10222,10,11:46:15,11:46:45
1023001020011,1023001020,10241,11,11:47:51,11:48:21
1023001020012,1023001020,10305,12,11:48:57,11:49:27
1023001020013,1023001020,10212,13,11:49:51,11:50:21
1023001020014,1023001020,10150,14,11:51:03,11:51:33
1023001020015,1023001020,10267,15,11:52:09,11:52:39
1023001020016,1023001020,10261,16,11:53:30,11:54:00
1023001020017,1023001020,10297,17,11:54:39,11:55:09
1023001020018,1023001020,10283,18,11:55:54,11:56:24
1023001020019,1023001020,10171,19,11:56:53,11:57:23
1023001020020,1023001020,10249,20,11:58:04,11:58:34
1023001020021,1023001020,10299,21,11:59:19,11:59:49
1023001020022,1023001020,10282,22,12:00:57,12:01:27
1023001020023,1023001020,10181,23,12:02:13,12:02:43
1023001020024,1023001020,10247,24,12:03:17,12:03:47
1023001020025,1023001020,10293,25,12:05:03,12:05:33
1023001020026,1023001020,10270,26,12:06:21,12:06:51
1023001020027,1023001020,10230,27,12:07:43,12:08:13
1023001020028,1023001020,10197,28,12:09:02,12:09:32
1023001020029,1023001020,10183,29,12:10:35,
1023001021001,1023001021,10182,1,,11:40:00
1023001021002,1023001021,10318,2,11:40:46,11:41:16
1023001021003,1023001021,10311,3,11:42:13,11:42:43
1023001021004,1023001021,10235,4,11:43:35,11:44:05
1023001021005,1023001021,10184,5,11:44:45,11:45:15
1023001021006,1023001021,10169,6,11:45:50,11:46:20
1023001021007,1023001021,10273,7,11:47:15,11:47:45
1023001021008,1023001021,10276,8,11:48:41,11:49:11
1023001021009,1023001021,10254,9,11:50:10,11:50:40
1023001021010,1023001021,10222,10,11:51:15,11:51:45
1023001021011,1023001021,10241,11,11:52:51,11:53:21
1023001021012,1023001021,10305,12,11:53:57,11:54:27
1023001021013,1023001021,10212,13,11:54:51,11:55:21
1023001021014,1023001021,10150,14,11:56:03,11:56:33
1023001021015,1023001021,10267,15,11:57:09,11:57:39
1023001021016,1023001021,10261,16,11:58:30,11:59:00
1023001021017,1023001021,10297,17,11:59:39,12:00:09
1023001021018,1023001021,10283,18,12:00:54,12:01:24
1023001021019,1023001021,10171,19,12:01:53,12:02:23
1023001021020,1023001021,10249,20,12:03:04,12:03:34
1023001021021,1023001021,10299,21,12:04:19,12:04:49
1023001021022,1023001021,10282,22,12:05:57,12:06:27
1023001021023,1023001021,10181,23,12:07:13,12:07:43
1023001021024,1023001021,10247,24,12:08:17,12:08:47
1023001021025,1023001021,10293,25,12:10:03,12:10:33
1023001021026,1023001021,10270,26,12:11:21,12:11:51
1023001021027,1023001021,10230,27,12:12:43,12:13:13
1023001021028,1023001021,10197,28,12:14:02,12:14:32
1023001021029,1023001021,10183,29,12:15:35,
1023001022001,1023001022,10182,1,,11:45:00
1023001022002,1023001022,10318,2,11:45:46,11:46:16
1023001022003,1023001022,10311,3,11:47:13,11:47:43
1023001022004,1023001022,10235,4,11:48:35,11:49:05
1023001022005,1023001022,10184,5,11:49:45,11:50:15
1023001022006,1023001022,10169,6,11:50:50,11:51:20
1023001022007,1023001022,10273,7,11:52:15,11:52:45
1023001022008,1023001022,10276,8,11:53:41,11:54:11
1023001022009,1023001022,10254,9,11:55:10,11:55:40
1023001022010,1023001022,10222,10,11:56:15,11:56:45
1023001022011,1023001022,10241,11,11:57:51,11:58:21
1023001022012,1023001022,10305,12,11:58:57,11:59:27
1023001022013,1023001022,10212,13,11:59:51,12:00:21
1023001022014,1023001022,10150,14,12:01:03,12:01:33
1023001022015,1023001022,10267,15,12:02:09,12:02:39
1023001022016,1023001022,10261,16,12:03:30,12:04:00
1023001022017,1023001022,10297,17,12:04:39,12:05:09
1023001022018,1023001022,10283,18,12:05:54,12:06:24
1023001022019,1023001022,10171,19,12:06:53,12:07:23
1023001022020,1023001022,10249,20,12:08:04,12:08:34
1023001022021,1023001022,10299,21,12:09:19,12:09:49
1023001022022,1023001022,10282,22,12:10:57,12:11:27
1023001022023,1023001022,10181,23,12:12:13,12:12:43
1023001022024,1023001022,10247,24,12:13:17,12:13:47
1023001022025,1023001022,10293,25,12:15:03,12:15:33
1023001022026,1023001022,10270,26,12:16:21,12:16:51
1023001022027,1023001022,10230,27,12:17:43,12:18:13
1023001022028,1023001022,10197,28,12:19:02,12:19:32
1023001022029,1023001022,10183,29,12:20:35,
1023001023001,1023001023,10182,1,,11:50:00
1023001023002,1023001023,10318,2,11:50:46,11:51:16
1023001023003,1023001023,10311,3,11:52:13,11:52:43
1023001023004,1023001023,10235,4,11:53:35,11:54:05
1023001023005,1023001023,10184,5,11:54:45,11:55:15
1023001023006,1023001023,10169,6,11:55:50,11:56:20
1023001023007,1023001023,10273,7,11:57:15,11:57:45
1023001023008,1023001023,10276,8,11:58:41,11:59:11
1023001023009,1023001023,10254,9,12:00:10,12:00:40
1023001023010,1023001023,10222,10,12:01:15,12:01:45
1023001023011,1023001023,10241,11,12:02:51,12:03:21
1023001023012,1023001023,10305,12,12:03:57,12:04:27
1023001023013,1023001023,10212,13,12:04:51,12:05:21
1023001023014,1023001023,10150,14,12:06:03,12:06:33
1023001023015,1023001023,10267,15,12:07:09,12:07:39
1023001023016,1023001023,10261,16,12:08:30,12:09:00
1023001023017,1023001023,10297,17,12:09:39,12:10:09
1023001023018,1023001023,10283,18,12:10:54,12:11:24
1023001023019,1023001023,10171,19,12:11:53,12:12:23
1023001023020,1023001023,10249,20,12:13:04,12:13:34
1023001023021,1023001023,10299,21,12:14:19,12:14:49
1023001023022,1023001023,10282,22,12:15:57,12:16:27
1023001023023,1023001023,10181,23,12:17:13,12:17:43
1023001023024,1023001023,10247,24,12:18:17,12:18:47
1023001023025,1023001023,10293,25,12:20:03,12:20:33
1023001023026,1023001023,10270,26,12:21:21,12:21:51
1023001023027,1023001023,10230,27,12:22:43,12:23:13
1023001023028,1023001023,10197,28,12:24:02,12:24:32
1023001023029,1023001023,10183,29,12:25:35,
1023001024001,1023001024,10182,1,,11:55:00
1023001024002,1023001024,10318,2,11:55:46,11:56:16
1023001024003,1023001024,10311,3,11:57:13,11:57:43
1023001024004,1023001024,10235,4,11:58:35,11:59:05
1023001024005,1023001024,10184,5,11:59:45,12:00:15
1023001024006,1023001024,10169,6,12:00:50,12:01:20
1023001024007,1023001024,10273,7,12:02:15,12:02:45
1023001024008,1023001024,10276,8,12:03:41,12:04:11
1023001024009,1023001024,10254,9,12:05:10,12:05:40
1023001024010,1023001024,10222,10,12:06:15,12:06:45
1023001024011,1023001024,10241,11,12:07:51,12:08:21
1023001024012,1023001024,10305,12,12:08:57,12:09:27
1023001024013,1023001024,10212,13,12:09:51,12:10:21
1023001024014,1023001024,10150,14,12:11:03,12:11:33
1023001024015,1023001024,10267,15,12:12:09,12:12:39
1023001024016,1023001024,10261,16,12:13:30,12:14:00
1023001024017,1023001024,10297,17,12:14:39,12:15:09
1023001024018,1023001024,10283,18,12:15:54,12:16:24
1023001024019,1023001024,10171,19,12:16:53,12:17:23
1023001024020,1023001024,10249,20,12:18:04,12:18:34
1023001024021,1023001024,10299,21,12:19:19,12:19:49
1023001024022,1023001024,10282,22,12:20:57,12:21:27
1023001024023,1023001024,10181,23,12:22:13,12:22:43
1023001024024,1023001024,10247,24,12:23:17,12:23:47
1023001024025,1023001024,10293,25,12:25:03,12:25:33
1023001024026,1023001024,10270,26,12:26:21,12:26:51
1023001024027,1023001024,10230,27,12:27:43,12:28:13
1023001024028,1023001024,10197,28,12:29:02,12:29:32
1023001024029,1023001024,10183,29,12:30:35,
1023001025001,1023001025,10182,1,,12:00:00
1023001025002,1023001025,10318,2,12:00:46,12:01:16
1023001025003,1023001025,10311,3,12:02:13,12:02:43
1023001025004,1023001025,10235,4,12:03:35,12:04:05
1023001025005,1023001025,10184,5,12:04:45,12:05:15
1023001025006,1023001025,10169,6,12:05:50,12:06:20
1023001025007,1023001025,10273,7,12:07:15,12:07:45
1023001025008,1023001025,10276,8,12:08:41,12:09:11
1023001025009,1023001025,10254,9,12:10:10,12:10:40
1023001025010,1023001025,10222,10,12:11:15,12:11:45
1023001025011,1023001025,10241,11,12:12:51,12:13:21
1023001025012,1023001025,10305,12,12:13:57,12:14:27
1023001025013,1023001025,10212,13,12:14:51,12:15:21
1023001025014,1023001025,10150,14,12:16:03,12:16:33
1023001025015,1023001025,10267,15,12:17:09,12:17:39
1023001025016,1023001025,10261,16,12:18:30,12:19:00
1023001025017,1023001025,10297,17,12:19:39,12:20:09
1023001025018,1023001025,10283,18,12:20:54,12:21:24
1023001025019,1023001025,10171,19,12:21:53,12:22:23
1023001025020,1023001025,10249,20,12:23:04,12:23:34
1023001025021,1023001025,10299,21,12:24:19,12:24:49
1023001025022,1023001025,10282,22,12:25:57,12:26:27
1023001025023,1023001025,10181,23,12:27:13,12:27:43
1023001025024,1023001025,10247,24,12:28:17,12:28:47
1023001025025,1023001025,10293,25,12:30:03,12:30:33
1023001025026,1023001025,10270,26,12:31:21,12:31:51
1023001025027,1023001025,10230,27,12:32:43,12:33:13
1023001025028,1023001025,10197,28,12:34:02,12:34:32
1023001025029,1023001025,10183,29,12:35:35,
1023002001001,1023002001,10183,1,,10:00:00
1023002001002,1023002001,10197,2,10:01:03,10:01:33
1023002001003,1023002001,10230,3,10:02:22,10:02:52
1023002001004,1023002001,10270,4,10:03:44,10:04:14
1023002001005,1023002001,10293,5,10:05:02,10:05:32
1023002001006,1023002001,10247,6,10:06:48,10:07:18
1023002001007,1023002001,10181,7,10:07:52,10:08:22
1023002001008,1023002001,10282,8,10:09:08,10:09:38
1023002001009,1023002001,10299,9,10:10:46,10:11:16
1023002001010,1023002001,10249,10,10:12:01,10:12:31
1023002001011,1023002001,10171,11,10:13:12,10:13:42
1023002001012,1023002001,10283,12,10:14:11,10:14:41
1023002001013,1023002001,10297,13,10:15:26,10:15:56
1023002001014,1023002001,10261,14,10:16:35,10:17:05
1023002001015,1023002001,10267,15,10:17:56,10:18:26
1023002001016,1023002001,10150,16,10:19:02,10:19:32
1023002001017,1023002001,10212,17,10:20:14,10:20:44
1023002001018,1023002001,10305,18,10:21:08,10:21:38
1023002001019,1023002001,10241,19,10:22:14,10:22:44
1023002001020,1023002001,10222,20,10:23:50,10:24:20
1023002001021,1023002001,10254,21,10:24:55,10:25:25
1023002001022,1023002001,10276,22,10:26:24,10:26:54
1023002001023,1023002001,10273,23,10:27:50,10:28:20
1023002001024,1023002001,10169,24,10:29:15,10:29:45
1023002001025,1023002001,10184,25,10:30:20,10:30:50
1023002001026,1023002001,10235,26,10:31:30,10:32:00
1023002001027,1023002001,10311,27,10:32:52,10:33:22
1023002001028,1023002001,10318,28,10:34:19,10:34:49
1023002001029,1023002001,10182,29,10:35:35,
1023002002001,1023002002,10183,1,,10:05:00
1023002002002,1023002002,10197,2,10:06:03,10:06:33
1023002002003,1023002002,10230,3,10:07:22,10:07:52
1023002002004,1023002002,10270,4,10:08:44,10:09:14
1023002002005,1023002002,10293,5,10:10:02,10:10:32
1023002002006,1023002002,10247,6,10:11:48,10:12:18
1023002002007,1023002002,10181,7,10:12:52,10:13:22
1023002002008,1023002002,10282,8,10:14:08,10:14:38
1023002002009,1023002002,10299,9,10:15:46,10:16:16
1023002002010,1023002002,10249,10,10:17:01,10:17:31
1023002002011,1023002002,10171,11,10:18:12,10:18:42
1023002002012,1023002002,10283,12,10:19:11,10:19:41
1023002002013,1023002002,10297,13,10:20:26,10:20:56
1023002002014,1023002002,10261,14,10:21:35,10:22:05
1023002002015,1023002002,10267,15,10:22:56,10:23:26
1023002002016,1023002002,10150,16,10:24:02,10:24:32
1023002002017,1023002002,10212,17,10:25:14,10:25:44
1023002002018,1023002002,10305,18,10:26:08,10:26:38
1023002002019,1023002002,10241,19,10:27:14,10:27:44
1023002002020,1023002002,10222,20,10:28:50,10:29:20
1023002002021,1023002002,10254,21,10:29:55,10:30:25
1023002002022,1023002002,10276,22,10:31:24,10:31:54
1023002002023,1023002002,10273,23,10:32:50,10:33:20
1023002002024,1023002002,10169,24,10:34:15,10:34:45
1023002002025,1023002002,10184,25,10:35:20,10:35:50
1023002002026,1023002002,10235,26,10:36:30,10:37:00
1023002002027,1023002002,10311,27,10:37:52,10:38:22
1023002002028,1023002002,10318,28,10:39:19,10:39:49
1023002002029,1023002002,10182,29,10:40:35,
1023002003001,1023002003,10183,1,,10:10:00
1023002003002,1023002003,10197,2,10:11:03,10:11:33
1023002003003,1023002003,10230,3,10:12:22,10:12:52
1023002003004,1023002003,10270,4,10:13:44,10:14:14
1023002003005,1023002003,10293,5,10:15:02,10:15:32
1023002003006,1023002003,10247,6,10:16:48,10:17:18
1023002003007,1023002003,10181,7,10:17:52,10:18:22
1023002003008,1023002003,10282,8,10:19:08,10:19:38
1023002003009,1023002003,10299,9,10:20:46,10:21:16
1023002003010,1023002003,10249,10,10:22:01,10:22:31
1023002003011,1023002003,10171,11,10:23:12,10:23:42
1023002003012,1023002003,10283,12,10:24:11,10:24:41
1023002003013,1023002003,10297,13,10:25:26,10:25:56
1023002003014,1023002003,10261,14,10:26:35,10:27:05
1023002003015,1023002003,10267,15,10:27:56,10:28:26
1023002003016,1023002003,10150,16,10:29:02,10:29:32
1023002003017,1023002003,10212,17,10:30:14,10:30:44
1023002003018,1023002003,10305,18,10:31:08,10:31:38
1023002003019,1023002003,10241,19,10:32:14,10:32:44
1023002003020,1023002003,10222,20,10:33:50,10:34:20
1023002003021,1023002003,10254,21,10:34:55,10:35:25
1023002003022,1023002003,10276,22,10:36:24,10:36:54
1023002003023,1023002003,10273,23,10:37:50,10:38:20
1023002003024,1023002003,10169,24,10:39:15,10:39:45
1023002003025,1023002003,10184,25,10:40:20,10:40:50
1023002003026,1023002003,10235,26,10:41:30,10:42:00
1023002003027,1023002003,10311,27,10:42:52,10:43:22
1023002003028,1023002003,10318,28,10:44:19,10:44:49
1023002003029,1023002003,10182,29,10:45:35,
1023002004001,1023002004,10183,1,,10:15:00
1023002004002,1023002004,10197,2,10:16:03,10:16:33
1023002004003,1023002004,10230,3,10:17:22,10:17:52
1023002004004,1023002004,10270,4,10:18:44,10:19:14
1023002004005,1023002004,10293,5,10:20:02,10:20:32
1023002004006,1023002004,10247,6,10:21:48,10:22:18
1023002004007,1023002004,10181,7,10:22:52,10:23:22
1023002004008,1023002004,10282,8,10:24:08,10:24:38
1023002004009,1023002004,10299,9,10:25:46,10:26:16
1023002004010,1023002004,10249,10,10:27:01,10:27:31
1023002004011,1023002004,10171,11,10:28:12,10:28:42
1023002004012,1023002004,10283,12,10:29:11,10:29:41
1023002004013,1023002004,10297,13,10:30:26,10:30:56
1023002004014,1023002004,10261,14,10:31:35,10:32:05
1023002004015,1023002004,10267,15,10:32:56,10:33:26
1023002004016,1023002004,10150,16,10:34:02,10:34:32
1023002004017,1023002004,10212,17,10:35:14,10:35:44
1023002004018,1023002004,10305,18,10:36:08,10:36:38
1023002004019,1023002004,10241,19,10:37:14,10:37:44
1023002004020,1023002004,10222,20,10:38:50,10:39:20
1023002004021,1023002004,10254,21,10:39:55,10:40:25
1023002004022,1023002004,10276,22,10:41:24,10:41:54
1023002004023,1023002004,10273,23,10:42:50,10:43:20
1023002004024,1023002004,10169,24,10:44:15,10:44:45
1023002004025,1023002004,10184,25,10:45:20,10:45:50
1023002004026,1023002004,10235,26,10:46:30,10:47:00
1023002004027,1023002004,10311,27,10:47:52,10:48:22
1023002004028,1023002004,10318,28,10:49:19,10:49:49
1023002004029,1023002004,10182,29,10:50:35,
1023002005001,1023002005,10183,1,,10:20:00
1023002005002,1023002005,10197,2,10:21:03,10:21:33
1023002005003,1023002005,10230,3,10:22:22,10:22:52
1023002005004,1023002005,10270,4,10:23:44,10:24:14
1023002005005,1023002005,10293,5,10:25:02,10:25:32
1023002005006,1023002005,10247,6,10:26:48,10:27:18
1023002005007,1023002005,10181,7,10:27:52,10:28:22
1023002005008,1023002005,10282,8,10:29:08,10:29:38
1023002005009,1023002005,10299,9,10:30:46,10:31:16
1023002005010,1023002005,10249,10,10:32:01,10:32:31
1023002005011,1023002005,10171,11,10:33:12,10:33:42
1023002005012,1023002005,10283,12,10:34:11,10:34:41
1023002005013,1023002005,10297,13,10:35:26,10:35:56
1023002005014,1023002005,10261,14,10:36:35,10:37:05
1023002005015,1023002005,10267,15,10:37:56,10:38:26
1023002005016,1023002005,10150,16,10:39:02,10:39:32
1023002005017,1023002005,10212,17,10:40:14,10:40:44
1023002005018,1023002005,10305,18,10:41:08,10:41:38
1023002005019,1023002005,10241,19,10:42:14,10:42:44
1023002005020,1023002005,10222,20,10:43:50,10:44:20
1023002005021,1023002005,10254,21,10:44:55,10:45:25
1023002005022,1023002005,10276,22,10:46:24,10:46:54
1023002005023,1023002005,10273,23,10:47:50,10:48:20
1023002005024,1023002005,10169,24,10:49:15,10:49:45
1023002005025,1023002005,10184,25,10:50:20,10:50:50
1023002005026,1023002005,10235,26,10:51:30,10:52:00
1023002005027,1023002005,10311,27,10:52:52,10:53:22
1023002005028,1023002005,10318,28,10:54:19,10:54:49
1023002005029,1023002005,10182,29,10:55:35,
1023002006001,1023002006,10183,1,,10:25:00
1023002006002,1023002006,10197,2,10:26:03,10:26:33
1023002006003,1023002006,10230,3,10:27:22,10:27:52
1023002006004,1023002006,10270,4,10:28:44,10:29:14
1023002006005,1023002006,10293,5,10:30:02,10:30:32
1023002006006,1023002006,10247,6,10:31:48,10:32:18
1023002006007,1023002006,10181,7,10:32:52,10:33:22
1023002006008,1023002006,10282,8,10:34:08,10:34:38
1023002006009,1023002006,10299,9,10:35:46,10:36:16
1023002006010,1023002006,10249,10,10:37:01,10:37:31
1023002006011,1023002006,10171,11,10:38:12,10:38:42
1023002006012,1023002006,10283,12,10:39:11,10:39:41
1023002006013,1023002006,10297,13,10:40:26,10:40:56
1023002006014,1023002006,10261,14,10:41:35,10:42:05
1023002006015,1023002006,10267,15,10:42:56,10:43:26
1023002006016,1023002006,10150,16,10:44:02,10:44:32
1023002006017,1023002006,10212,17,10:45:14,10:45:44
1023002006018,1023002006,10305,18,10:46:08,10:46:38
1023002006019,1023002006,10241,19,10:47:14,10:47:44
1023002006020,1023002006,10222,20,10:48:50,10:49:20
1023002006021,1023002006,10254,21,10:49:55,10:50:25
1023002006022,1023002006,10276,22,10:51:24,10:51:54
